Date,Open,High,Low,Close,Adj Close,Volume
2020-06-12,79.019997,80.669998,76.620003,79.760002,79.760002,2542600
2020-06-15,79.059998,84.620003,79.059998,83.910004,83.910004,4233900
2020-06-16,85.000000,85.860001,82.250000,84.550003,84.550003,2547200
2020-06-17,85.720001,87.099998,84.800003,86.320000,86.320000,1893300
2020-06-18,86.459999,87.272003,85.120003,87.000000,87.000000,1761800
2020-06-19,88.000000,95.730003,87.070000,95.389999,95.389999,7135900
2020-06-22,95.580002,99.410004,95.529999,96.300003,96.300003,3761500
2020-06-23,99.040001,103.940002,97.209999,101.220001,101.220001,5783200
2020-06-24,101.400002,103.410004,96.529999,98.169998,98.169998,4065600
2020-06-25,98.300003,102.389999,96.570000,101.279999,101.279999,3737700
2020-06-26,102.269997,104.279999,100.175003,102.540001,102.540001,4597000
2020-06-29,102.110001,103.139999,98.800003,102.889999,102.889999,3207300
2020-06-30,103.260002,107.318001,102.709999,106.230003,106.230003,4232900
2020-07-01,105.500000,111.760002,105.500000,111.209999,111.209999,3273500
2020-07-02,113.360001,113.419998,109.180000,110.680000,110.680000,2555600
2020-07-06,113.220001,115.500999,111.510002,112.970001,112.970001,2557100
2020-07-07,112.610001,114.720001,110.794998,112.209999,112.209999,2954900
2020-07-08,112.930000,114.739998,109.485001,111.900002,111.900002,3012800
2020-07-09,112.150002,115.449997,111.769997,114.510002,114.510002,2289600
2020-07-10,113.680000,113.995003,109.849998,111.290001,111.290001,2613400
2020-07-13,113.000000,113.750000,103.339996,104.570000,104.570000,2994300
2020-07-14,103.449997,104.889999,99.169998,103.739998,103.739998,3887300
2020-07-15,101.809998,103.239998,99.129997,101.970001,101.970001,2855800
2020-07-16,100.620003,103.988998,99.410004,103.339996,103.339996,2080500
2020-07-17,104.419998,105.489998,101.129997,102.709999,102.709999,1851100
2020-07-20,102.839996,107.129997,102.839996,106.690002,106.690002,2115100
2020-07-21,108.000000,108.709999,103.760002,104.650002,104.650002,1534500
2020-07-22,105.220001,106.322998,102.660004,104.230003,104.230003,1284200
2020-07-23,104.970001,106.769997,100.699997,102.459999,102.459999,1456800
2020-07-24,100.830002,102.730003,97.500000,101.589996,101.589996,1378700
2020-07-27,102.602997,106.775002,101.589996,105.949997,105.949997,1986600
2020-07-28,105.629997,105.680000,101.989998,102.449997,102.449997,1736400
2020-07-29,104.000000,109.059998,104.000000,108.690002,108.690002,2766200
2020-07-30,107.891998,112.790001,107.529999,112.379997,112.379997,2305200
2020-07-31,116.669998,118.480003,114.292000,118.379997,118.379997,3713200
2020-08-03,121.000000,127.169998,121.000000,126.620003,126.620003,4663200
2020-08-04,128.766998,130.080002,124.610001,129.800003,129.800003,4459900
2020-08-05,131.815002,136.289993,130.360001,135.520004,135.520004,9183300
2020-08-06,133.679993,138.949997,126.570000,130.660004,130.660004,9819000
2020-08-07,131.440002,137.779999,131.000000,135.059998,135.059998,5898600
2020-08-10,139.240005,141.410004,131.110001,134.720001,134.720001,4282400
2020-08-11,132.100006,132.509995,127.169998,127.500000,127.500000,4339100
2020-08-12,128.529999,128.929993,121.800003,122.050003,122.050003,4748600
2020-08-13,122.660004,131.720001,122.564003,128.729996,128.729996,5456900
2020-08-14,130.270004,130.990005,127.519997,129.259995,129.259995,2052600
2020-08-17,131.399994,131.850006,128.565002,129.720001,129.720001,2192800
2020-08-18,130.210007,135.345001,128.279999,133.009995,133.009995,3556000
2020-08-19,132.179993,133.759995,128.610001,131.130005,131.130005,2859100
2020-08-20,130.259995,131.509995,129.029999,130.089996,130.089996,5722500
2020-08-21,129.998993,133.080002,128.509995,130.369995,130.369995,2895700
2020-08-24,132.399994,133.889999,127.830002,128.740005,128.740005,3876000
2020-08-25,127.954002,129.625000,124.153000,125.480003,125.480003,3601500
2020-08-26,126.349998,128.679993,125.459999,126.910004,126.910004,2499200
2020-08-27,127.059998,127.608002,121.709999,122.370003,122.370003,2399100
2020-08-28,123.000000,123.320000,117.769997,119.660004,119.660004,3700000
2020-08-31,119.660004,120.580002,116.629997,119.699997,119.699997,3322800
2020-09-01,121.195000,126.050003,119.976997,125.050003,125.050003,3038300
2020-09-02,128.300003,129.940002,120.250000,124.370003,124.370003,3754400
2020-09-03,119.809998,121.160004,113.330002,116.199997,116.199997,4775200
2020-09-04,114.230003,116.820000,103.059998,112.040001,112.040001,7500200
2020-09-08,113.379997,118.199997,108.370003,110.559998,110.559998,9726300
2020-09-09,112.705002,114.889999,109.430000,112.709999,112.709999,4741900
2020-09-10,113.480003,118.000000,110.253998,110.570000,110.570000,4157800
2020-09-11,113.080002,116.589996,109.940002,110.769997,110.769997,4450500
2020-09-14,111.769997,115.000000,109.389999,112.550003,112.550003,4737500
2020-09-15,113.480003,114.000000,109.160004,111.004997,111.004997,3489800
2020-09-16,111.099998,112.650002,108.538002,108.800003,108.800003,2823200
2020-09-17,105.290001,109.230003,104.300003,109.230003,109.230003,4116900
2020-09-18,110.684998,113.290001,109.110001,111.750000,111.750000,26303600
2020-09-21,110.430000,116.330002,109.792999,116.010002,116.010002,4219500
2020-09-22,118.000000,119.750000,112.599998,119.349998,119.349998,4759900
2020-09-23,119.290001,121.370003,114.050003,115.089996,115.089996,4063600
2020-09-24,112.550003,116.099998,109.519997,113.680000,113.680000,4339000
2020-09-25,113.699997,118.684998,113.010002,118.279999,118.279999,2572600
2020-09-28,120.370003,123.949997,119.190002,123.690002,123.690002,3456500
2020-09-29,123.610001,125.699997,121.260002,123.230003,123.230003,2618000
2020-09-30,123.190002,125.589996,120.139999,121.629997,121.629997,2525400
2020-10-01,124.099998,133.089996,123.250000,131.690002,131.690002,5745100
2020-10-02,127.489998,133.330002,127.269997,131.630005,131.630005,3783100
2020-10-05,132.690002,136.839996,130.699997,136.690002,136.690002,2738300
2020-10-06,137.000000,139.259995,134.100006,134.559998,134.559998,3046500
2020-10-07,136.630005,143.100006,136.449997,142.660004,142.660004,3804200
2020-10-08,145.000000,145.149994,139.160004,139.539993,139.539993,3202000
2020-10-09,140.699997,147.300003,140.070007,146.669998,146.669998,3358800
2020-10-12,149.000000,151.201004,146.550003,147.380005,147.380005,3279300
2020-10-13,148.190002,154.729996,147.610001,153.199997,153.199997,3357400
2020-10-14,153.800003,154.880005,147.660004,149.970001,149.970001,3173000
2020-10-15,145.380005,150.899994,143.449997,150.669998,150.669998,2209400
2020-10-16,151.979996,152.529999,147.149994,147.589996,147.589996,1764200
2020-10-19,148.750000,151.800003,146.360001,148.369995,148.369995,2326000
2020-10-20,147.539993,150.240005,144.509995,144.789993,144.789993,2548600
2020-10-21,144.619995,145.630005,132.690002,133.009995,133.009995,5555000
2020-10-22,133.899994,138.000000,132.845001,135.940002,135.940002,3332300
2020-10-23,136.160004,138.429993,134.125000,137.845001,137.845001,2099700
2020-10-26,137.490005,143.110001,136.199997,139.729996,139.729996,3256200
2020-10-27,141.479996,147.649994,141.294998,145.779999,145.779999,4580200
2020-10-28,143.300003,145.145004,138.919998,139.639999,139.639999,4827600
2020-10-29,138.285004,138.940002,128.130005,132.419998,132.419998,7810900
2020-10-30,130.509995,131.703003,119.709999,121.589996,121.589996,5602900
2020-11-02,123.227997,127.730003,121.570000,126.440002,126.440002,3837800
2020-11-03,127.956001,131.990005,125.587997,130.449997,130.449997,2937200
2020-11-04,135.500000,138.789993,133.509995,136.199997,136.199997,3635900
2020-11-05,140.000000,144.949997,138.125000,143.639999,143.639999,2741400
2020-11-06,143.679993,146.600006,140.550003,146.279999,146.279999,2591100
2020-11-09,130.960007,134.000000,116.309998,121.199997,121.199997,10639300
2020-11-10,126.220001,126.400002,113.487000,119.430000,119.430000,6264800
2020-11-11,121.919998,131.070007,121.790001,130.589996,130.589996,5260700
2020-11-12,129.639999,133.500000,125.809998,127.029999,127.029999,3876100
2020-11-13,128.550003,129.994995,123.330002,124.919998,124.919998,3481700
2020-11-16,122.540001,127.239998,120.500000,125.620003,125.620003,3497700
2020-11-17,126.709999,128.940002,123.599998,128.820007,128.820007,2503300
2020-11-18,127.839996,129.240005,124.699997,127.010002,127.010002,2538600
2020-11-19,128.000000,134.699997,127.445000,134.500000,134.500000,3011100
2020-11-20,136.520004,143.960007,136.264999,140.059998,140.059998,4418800
2020-11-23,141.000000,143.229996,138.220001,140.199997,140.199997,2593300
2020-11-24,139.990005,140.039993,133.649994,137.600006,137.600006,3329500
2020-11-25,138.630005,146.949997,138.509995,145.089996,145.089996,3552000
2020-11-27,148.720001,160.630005,148.529999,160.550003,160.550003,5023000
2020-11-30,161.940002,164.639999,153.360001,160.699997,160.699997,11341600
2020-12-01,161.509995,161.509995,154.100006,154.669998,154.669998,3254200
2020-12-02,151.375000,155.600006,150.000000,154.619995,154.619995,2195900
2020-12-03,154.490005,157.020996,154.199997,154.740005,154.740005,2016100
2020-12-04,154.130005,157.089996,153.222000,155.029999,155.029999,1967600
2020-12-07,155.598007,158.880005,153.610001,156.929993,156.929993,1942500
2020-12-08,158.850006,167.916000,156.800003,163.970001,163.970001,3272500
2020-12-09,165.940002,167.520004,157.639999,159.229996,159.229996,3891000
2020-12-10,157.300003,167.619995,157.000000,165.300003,165.300003,2593600
2020-12-11,166.080002,171.660004,165.720001,170.020004,170.020004,3064500
2020-12-14,172.250000,176.479996,169.660004,169.970001,169.970001,3072300
2020-12-15,172.000000,179.929993,170.509995,177.800003,177.800003,3380600
2020-12-16,173.690002,182.779999,171.339996,182.339996,182.339996,4292700
2020-12-17,184.320007,192.089996,183.330002,188.100006,188.100006,4322600
2020-12-18,190.589996,191.729996,184.690002,190.759995,190.759995,5352800
2020-12-21,189.160004,193.000000,184.550003,189.199997,189.199997,3034000
2020-12-22,191.110001,198.500000,190.442993,197.380005,197.380005,3372500
2020-12-23,196.899994,197.380005,190.029999,190.169998,190.169998,2099300
2020-12-24,191.210007,193.740005,188.080002,190.309998,190.309998,1116600
2020-12-28,193.580002,194.000000,175.839996,178.119995,178.119995,4221700
2020-12-29,179.645004,180.000000,173.690002,177.009995,177.009995,2359700
2020-12-30,178.300003,183.410004,176.119995,183.179993,183.179993,2125600
2020-12-31,183.130005,183.380005,175.800003,177.910004,177.910004,2076900
2021-01-04,179.520004,181.600006,168.251999,172.080002,172.080002,3262000
2021-01-05,170.190002,175.770004,169.061996,174.979996,174.979996,2168200
2021-01-06,172.110001,173.160004,166.330002,167.570007,167.570007,2966000
2021-01-07,170.300003,173.500000,167.250000,170.789993,170.789993,2785200
2021-01-08,172.910004,179.729996,171.759995,175.649994,175.649994,2470400
2021-01-11,174.100006,187.759995,171.020004,183.039993,183.039993,3821000
2021-01-12,185.059998,211.850006,184.750000,205.149994,205.149994,9358300
2021-01-13,204.610001,209.039993,200.869995,207.029999,207.029999,2925000
2021-01-14,207.250000,221.119995,207.000000,211.520004,211.520004,5038600
2021-01-15,211.210007,211.990005,197.160004,204.419998,204.419998,3601500
2021-01-19,208.660004,221.339996,208.000000,221.309998,221.309998,4515000
2021-01-20,223.429993,225.740005,213.720001,215.690002,215.690002,3436300
2021-01-21,218.550003,221.440002,212.300003,212.539993,212.539993,2939900
2021-01-22,211.169998,215.145004,209.139999,213.589996,213.589996,2162700
2021-01-25,217.000000,221.440002,205.399994,208.809998,208.809998,2341400
2021-01-26,225.940002,226.725006,203.000000,204.410004,204.410004,8013800
2021-01-27,199.250000,205.649994,192.000000,193.369995,193.369995,3648200
2021-01-28,196.434998,207.130005,193.130005,202.410004,202.410004,2986300
2021-01-29,201.649994,203.669998,193.679993,199.089996,199.089996,2271100
2021-02-01,201.679993,204.615005,195.679993,203.770004,203.770004,1800700
2021-02-02,207.399994,213.423996,206.347000,210.289993,210.289993,1976300
2021-02-03,211.759995,215.160004,208.018997,210.070007,210.070007,1727000
2021-02-04,211.699997,221.957993,211.699997,220.839996,220.839996,3185600
2021-02-05,222.000000,239.470001,220.320007,231.119995,231.119995,3815000
2021-02-08,233.139999,238.949997,226.350006,231.690002,231.690002,2989400
2021-02-09,229.259995,231.649994,226.649994,229.869995,229.869995,1664300
2021-02-10,232.190002,232.244003,220.520004,225.649994,225.649994,1689600
2021-02-11,227.102005,230.039993,223.729996,226.050003,226.050003,1517400
2021-02-12,227.710007,235.100006,224.570007,233.860001,233.860001,1807000
2021-02-16,238.949997,239.250000,226.095001,228.320007,228.320007,2165900
2021-02-17,224.919998,225.000000,214.070007,222.410004,222.410004,2391700
2021-02-18,216.050003,225.309998,215.104004,220.820007,220.820007,1525700
2021-02-19,224.089996,230.429993,223.610001,227.270004,227.270004,1828100
2021-02-22,222.860001,225.660004,211.750000,213.119995,213.119995,2652200
2021-02-23,203.070007,211.919006,191.000000,210.750000,210.750000,3646100
2021-02-24,209.990005,212.878006,202.264999,209.100006,209.100006,2179000
2021-02-25,205.085007,214.000000,194.770004,197.580002,197.580002,3698700
2021-02-26,224.000000,232.289993,206.369995,220.270004,220.270004,11043400
2021-03-01,224.570007,248.449997,223.649994,244.580002,244.580002,6658100
2021-03-02,243.500000,251.860001,236.779999,238.429993,238.429993,3686000
2021-03-03,235.199997,238.289993,206.789993,208.610001,208.610001,7209100
2021-03-04,207.509995,212.970001,186.990005,198.100006,198.100006,6495900
2021-03-05,201.009995,203.434998,179.229996,200.300003,200.300003,5641100
2021-03-08,199.535004,209.559998,189.800003,190.259995,190.259995,3907400
2021-03-09,202.970001,210.130005,198.860992,206.789993,206.789993,3707000
2021-03-10,212.960007,215.485001,203.250000,205.929993,205.929993,2725300
2021-03-11,214.970001,224.000000,212.725006,220.839996,220.839996,3402300
2021-03-12,212.279999,222.669998,205.000000,221.139999,221.139999,2763000
2021-03-15,220.529999,223.500000,216.009995,223.229996,223.229996,2574500
2021-03-16,226.889999,228.000000,210.750000,215.979996,215.979996,2448500
2021-03-17,208.500000,221.190002,204.529999,218.440002,218.440002,4311300
2021-03-18,211.395004,219.718002,208.869995,209.509995,209.509995,3421800
2021-03-19,210.311996,224.106995,209.399994,215.410004,215.410004,4841600
2021-03-22,219.552994,223.188004,217.000000,219.770004,219.770004,3136200
2021-03-23,222.615997,231.339996,218.089996,219.669998,219.669998,3754800
2021-03-24,220.850006,221.000000,197.869995,199.179993,199.179993,3866000
2021-03-25,193.330002,201.095001,190.500000,196.199997,196.199997,3432800
2021-03-26,197.494003,202.550003,193.649994,202.320007,202.320007,2665600
2021-03-29,203.419998,204.000000,195.154999,196.309998,196.309998,2026000
2021-03-30,192.800003,203.660004,191.000000,198.869995,198.869995,2648700
2021-03-31,202.899994,208.490005,201.339996,201.669998,201.669998,2512600
2021-04-01,206.438004,212.139999,205.399994,208.199997,208.199997,1775500
2021-04-05,211.990005,211.990005,196.130005,197.199997,197.199997,3628800
2021-04-06,199.436005,208.570007,197.313004,206.009995,206.009995,3038800
2021-04-07,204.500000,205.750000,199.274994,204.020004,204.020004,2208100
2021-04-08,206.000000,216.289993,205.794998,215.389999,215.389999,3606000
2021-04-09,214.240005,221.669998,212.860001,218.570007,218.570007,2721800
2021-04-12,216.873001,220.509995,214.100006,218.130005,218.130005,1878900
2021-04-13,222.445007,225.839996,220.292007,224.029999,224.029999,2023600
2021-04-14,225.039993,227.000000,216.190002,218.070007,218.070007,1723200
2021-04-15,221.369995,223.500000,216.309998,219.289993,219.289993,1818900
2021-04-16,220.300003,221.136993,213.600006,219.990005,219.990005,1523400
2021-04-19,216.875000,219.190002,211.869995,213.190002,213.190002,2236600
2021-04-20,212.000000,212.500000,200.880005,206.860001,206.860001,2768200
2021-04-21,204.339996,210.820007,202.330002,209.759995,209.759995,1687000
2021-04-22,209.830002,215.460007,207.503006,210.279999,210.279999,1701400
2021-04-23,212.600006,216.750000,211.000000,214.589996,214.589996,1475700
